LSOA code,Rank,Country
E01022991,27101,England
E01022992,22225,England
E01022993,9684,England
E01022994,31052,England
E01022995,31874,England
E01022996,13619,England
E01022997,21515,England
E01022998,29226,England
E01022999,13055,England
E01023000,31588,England
E01023001,24500,England
E01023002,17783,England
E01023003,30086,England
E01023004,26444,England
E01023005,32564,England
E01023006,4862,England
E01023007,16825,England
E01023008,21993,England
E01023009,28303,England
E01023010,14589,England
E01023011,14020,England
E01023012,21443,England
E01023013,21664,England
E01023014,24255,England
E01023015,16500,England
E01023016,29244,England
E01023017,16986,England
E01023018,7888,England
E01023019,11965,England
E01023020,29718,England
E01023021,29818,England
E01023022,17425,England
E01023023,19027,England
E01023024,29937,England
E01023025,18801,England
E01023026,14118,England
E01023027,14861,England
E01023028,18680,England
E01023029,3743,England
E01023030,25654,England
E01023031,19966,England
E01023032,23058,England
E01023033,13265,England
E01023034,23640,England
E01023035,29928,England
E01023036,28707,England
E01023037,12318,England
E01023038,30946,England
E01023039,21163,England
E01023040,30971,England
E01023041,28202,England
E01023042,19025,England
E01023043,31464,England
E01023044,31225,England
E01023045,29883,England
E01023046,17687,England
E01023047,31024,England
E01023048,25325,England
E01023049,23908,England
E01023050,26014,England
E01023051,25866,England
E01023052,30912,England
E01023053,28306,England
E01023054,19623,England
E01023055,4926,England
E01023056,18972,England
E01023057,22442,England
E01023058,6987,England
E01023059,29183,England
E01023060,28747,England
E01023061,14445,England
E01023062,26204,England
E01023063,14949,England
E01023064,27620,England
E01023065,17217,England
E01023066,24495,England
E01023067,29708,England
E01023068,14176,England
E01023069,24198,England
E01023070,16788,England
E01023071,20704,England
E01023072,30480,England
E01023073,31568,England
E01023074,20835,England
E01023075,18519,England
E01023076,24151,England
E01023077,10834,England
E01023078,21584,England
E01023079,15888,England
E01023080,20359,England
E01023081,16513,England
E01023082,15250,England
E01023083,8387,England
E01023084,24006,England
E01023085,10278,England
E01023086,15085,England
E01023087,26030,England
E01023088,11356,England
E01023089,24921,England
E01023090,25711,England
E01023091,7174,England
E01023092,31746,England
E01023093,32837,England
E01023094,27881,England
E01023095,14324,England
E01023096,31468,England
E01023097,29363,England
E01023098,20864,England
E01023099,13923,England
E01023100,20187,England
E01023101,30224,England
E01023102,29081,England
E01023103,24475,England
E01023104,15318,England
E01023105,7921,England
E01023106,10071,England
E01023107,6938,England
E01023108,4053,England
E01023109,23862,England
E01023110,13542,England
E01023111,28756,England
E01023112,31907,England
E01023113,22027,England
E01023114,31448,England
E01023115,27889,England
E01023116,22564,England
E01023117,30853,England
E01023118,18993,England
E01023119,3693,England
E01023120,11116,England
E01023121,13128,England
E01023122,8969,England
E01023123,22885,England
E01023124,24131,England
E01023125,22758,England
E01023128,13793,England
E01023129,13520,England
E01023130,27323,England
E01023131,21256,England
E01023132,22351,England
E01023133,30663,England
E01023134,26453,England
E01023135,18285,England
E01023136,28933,England
E01023137,20582,England
E01023138,17376,England
E01023139,15882,England
E01023140,15764,England
E01023141,20157,England
E01023142,5123,England
E01023143,17037,England
E01023144,8415,England
E01023145,8964,England
E01023146,12193,England
E01023147,26342,England
E01023148,27874,England
E01023149,26168,England
E01023150,22828,England
E01023151,14675,England
E01023152,26947,England
E01023153,9873,England
E01023154,9861,England
E01023155,16638,England
E01023156,5767,England
E01023157,7971,England
E01023158,28035,England
E01023159,20082,England
E01023160,30545,England
E01023162,17643,England
E01023163,25248,England
E01023164,21882,England
E01023165,20948,England
E01023166,22323,England
E01023167,22641,England
E01023168,20367,England
E01023169,31029,England
E01023170,23969,England
E01023171,20527,England
E01023172,30398,England
E01023173,30944,England
E01023174,25676,England
E01023175,32275,England
E01023176,22324,England
E01023177,20031,England
E01023178,21136,England
E01023179,18220,England
E01023180,29681,England
E01023181,29476,England
E01023182,26019,England
E01023183,19653,England
E01023184,20299,England
E01023185,20788,England
E01023186,25749,England
E01023187,30456,England
E01023188,32241,England
E01023189,31374,England
E01023190,26122,England
E01023191,28826,England
E01023192,13263,England
E01023193,29864,England
E01023194,29952,England
E01023195,24711,England
E01023196,19664,England
E01023197,26720,England
E01023198,21510,England
E01023199,18725,England
E01023200,30835,England
E01023201,15074,England
E01023202,8965,England
E01023203,20891,England
E01023204,12333,England
E01023205,8607,England
E01023206,16302,England
E01023207,32696,England
E01023208,22578,England
E01023209,32510,England
E01023210,32546,England
E01023211,30413,England
E01023212,31811,England
E01023213,32565,England
E01023214,31461,England
E01023215,22707,England
E01023216,15276,England
E01023217,28854,England
E01023218,31728,England
E01023219,19753,England
E01023220,30720,England
E01023221,22145,England
E01023222,29902,England
E01023223,20851,England
E01023224,15354,England
E01023225,19734,England
E01023226,32351,England
E01023227,27102,England
E01023228,32688,England
E01023229,28508,England
E01023230,30499,England
E01023231,29840,England
E01023232,23227,England
E01023233,30307,England
E01023234,24551,England
E01023235,22185,England
E01023236,17714,England
E01023237,16620,England
E01023238,32369,England
E01023239,31491,England
E01023240,30884,England
E01023241,28081,England
E01023242,32108,England
E01023243,31657,England
E01023244,32821,England
E01023245,23462,England
E01023246,24845,England
E01023247,32270,England
E01023248,32761,England
E01023249,23860,England
E01023250,18897,England
E01023251,12590,England
E01023252,20068,England
E01023253,25656,England
E01023254,27763,England
E01023255,20095,England
E01023256,8543,England
E01023257,20069,England
E01023258,14511,England
E01023259,30084,England
E01023260,10020,England
E01023261,10211,England
E01023262,13464,England
E01023263,28051,England
E01023264,29264,England
E01023265,29375,England
E01023266,27644,England
E01023267,26830,England
E01023268,32436,England
E01023269,31389,England
E01023270,31531,England
E01023271,21181,England
E01023272,31673,England
E01023273,31330,England
E01023274,24302,England
E01023275,27910,England
E01023276,32056,England
E01023277,20256,England
E01023278,30703,England
E01023279,32092,England
E01023280,24586,England
E01023281,27452,England
E01023282,22692,England
E01023284,17535,England
E01023285,14136,England
E01023286,23409,England
E01023287,32621,England
E01023288,15388,England
E01023289,29006,England
E01023290,28581,England
E01023291,27720,England
E01023292,26178,England
E01023293,14543,England
E01023294,6291,England
E01023295,13730,England
E01023296,12243,England
E01023297,23645,England
E01023298,22345,England
E01023299,26272,England
E01023300,6944,England
E01023301,11423,England
E01023302,9584,England
E01023303,13064,England
E01023304,14366,England
E01023305,17122,England
E01023306,18347,England
E01023307,21914,England
E01023308,26627,England
E01023309,27781,England
E01023310,8609,England
E01023311,25219,England
E01023312,23214,England
E01023313,31434,England
E01023314,17015,England
E01023315,23483,England
E01023316,27470,England
E01023317,19666,England
E01023318,26930,England
E01023319,26849,England
E01023320,19013,England
E01023321,25696,England
E01023322,16408,England
E01023323,6919,England
E01023324,16103,England
E01023325,16894,England
E01023326,9025,England
E01023327,17802,England
E01023328,19986,England
E01023329,19957,England
E01023330,11076,England
E01023331,13438,England
E01023332,14266,England
E01023333,10514,England
E01023334,19452,England
E01023335,20165,England
E01023336,9382,England
E01023337,11162,England
E01023338,4306,England
E01023339,6181,England
E01023340,18482,England
E01023341,20595,England
E01023342,14620,England
E01023343,7028,England
E01023344,18026,England
E01023345,19777,England
E01023346,11581,England
E01023347,22194,England
E01023348,9362,England
E01023349,11259,England
E01023350,13657,England
E01023351,20859,England
E01023352,27646,England
E01023354,29863,England
E01023355,29748,England
E01023356,21606,England
E01023357,9312,England
E01023358,11409,England
E01023359,17533,England
E01023360,22088,England
E01023361,31011,England
E01023362,32468,England
E01023363,32753,England
E01023364,32584,England
E01023365,23683,England
E01023366,21602,England
E01023367,32619,England
E01023368,32819,England
E01023369,14519,England
E01023370,30866,England
E01023371,31504,England
E01023372,32830,England
E01023373,22618,England
E01023374,32039,England
E01023375,29484,England
E01023376,28918,England
E01023377,29682,England
E01023378,28848,England
E01023379,30833,England
E01023380,28038,England
E01023381,32387,England
E01023382,21672,England
E01023383,25014,England
E01023384,15655,England
E01023385,25125,England
E01023386,15556,England
E01023387,10761,England
E01023388,18669,England
E01023389,28175,England
E01023390,17587,England
E01023391,23271,England
E01023392,17131,England
E01023393,10151,England
E01023394,17317,England
E01023395,10906,England
E01023396,16551,England
E01023397,6304,England
E01023398,19045,England
E01023399,14326,England
E01023400,14119,England
E01023401,10160,England
E01023402,11879,England
E01023403,10551,England
E01023404,5254,England
E01023405,6530,England
E01023406,28137,England
E01023407,25086,England
E01023408,31988,England
E01023409,19068,England
E01023410,31249,England
E01023411,14299,England
E01023412,32330,England
E01023413,19681,England
E01023414,17847,England
E01023415,23529,England
E01023416,31961,England
E01023417,27940,England
E01023418,11815,England
E01023419,24870,England
E01023420,31224,England
E01023421,31285,England
E01023422,31574,England
E01023423,31621,England
E01023424,19318,England
E01023425,32535,England
E01023426,27165,England
E01023427,14632,England
E01023428,28193,England
E01023429,15321,England
E01023430,27002,England
E01023431,16066,England
E01023432,29110,England
E01023433,24296,England
E01023434,21100,England
E01023435,22716,England
E01023436,29238,England
E01023437,8953,England
E01023438,27336,England
E01023439,27688,England
E01023440,32322,England
E01023441,31955,England
E01023442,28089,England
E01023443,29642,England
E01023444,30820,England
E01023445,21297,England
E01023446,25270,England
E01023447,10474,England
E01023448,30187,England
E01023449,32492,England
E01023450,21494,England
E01023451,32610,England
E01023452,32150,England
E01023453,32344,England
E01023454,32637,England
E01023455,31903,England
E01023456,32786,England
E01023457,32221,England
E01023458,31342,England
E01023459,32675,England
E01023460,30040,England
E01023461,28523,England
E01023462,17856,England
E01023463,27378,England
E01023464,30699,England
E01023465,26198,England
E01023466,26750,England
E01023467,27434,England
E01023468,30466,England
E01023469,18230,England
E01023470,26642,England
E01023471,32232,England
E01023472,19599,England
E01023473,31775,England
E01023474,32203,England
E01023475,18053,England
E01023476,31797,England
E01023477,27352,England
E01023478,26340,England
E01023479,27842,England
E01023480,22818,England
E01023481,25781,England
E01023482,32649,England
E01023483,30783,England
E01023484,23630,England
E01023485,23337,England
E01023486,24565,England
E01023487,11847,England
E01023488,10561,England
E01023489,31970,England
E01023490,27802,England
E01023491,19279,England
E01023492,20818,England
E01023493,27121,England
E01023494,16862,England
E01023495,19733,England
E01023496,9505,England
E01023497,30596,England
E01023498,29013,England
E01023499,18517,England
E01023500,27234,England
E01023501,32246,England
E01023502,30704,England
E01023503,32557,England
E01023504,20001,England
E01023505,31309,England
E01023506,18907,England
E01023507,28621,England
E01023508,23863,England
E01023509,28372,England
E01023510,32066,England
E01023511,27055,England
E01023512,31351,England
E01023513,21592,England
E01023514,24386,England
E01023515,31997,England
E01023516,30317,England
E01023517,24601,England
E01023518,17719,England
E01023519,21528,England
E01023520,32665,England
E01023523,31315,England
E01023524,30924,England
E01023525,28201,England
E01023526,31916,England
E01023527,21761,England
E01023528,24326,England
E01023529,13620,England
E01023530,9661,England
E01023531,19751,England
E01023532,18305,England
E01023533,14515,England
E01023534,10277,England
E01023535,15175,England
E01023536,2503,England
E01023537,14224,England
E01023538,9478,England
E01023539,15808,England
E01023540,21323,England
E01023541,23346,England
E01023542,16213,England
E01023543,10794,England
E01023544,21171,England
E01023545,18378,England
E01023546,15446,England
E01023547,13533,England
E01023548,26385,England
E01023549,24048,England
E01023550,32725,England
E01023551,31345,England
E01023552,23729,England
E01023553,29563,England
E01023554,16816,England
E01023555,9585,England
E01023556,19510,England
E01023557,25194,England
E01023558,31019,England
E01023559,26681,England
E01023560,12213,England
E01023561,22753,England
E01023562,28436,England
E01023563,29930,England
E01023564,17651,England
E01023565,29047,England
E01023566,29471,England
E01023567,29786,England
E01023568,29858,England
E01023569,23356,England
E01023570,17078,England
E01023571,24610,England
E01023572,21406,England
E01023573,7755,England
E01023574,10443,England
E01023575,15097,England
E01023576,22314,England
E01023577,28672,England
E01023578,31304,England
E01023579,21449,England
E01023580,29421,England
E01023581,31477,England
E01023582,18178,England
E01023583,18561,England
E01023584,10656,England
E01023585,21726,England
E01023586,32263,England
E01023587,31163,England
E01023588,32084,England
E01023589,23897,England
E01023590,24259,England
E01023591,30428,England
E01023592,12819,England
E01023593,18436,England
E01023594,20128,England
E01023595,30588,England
E01023596,23006,England
E01023597,26921,England
E01023598,19115,England
E01023600,17411,England
E01023601,19239,England
E01023602,21982,England
E01023603,31837,England
E01023604,29222,England
E01023605,21771,England
E01023606,17822,England
E01023607,32544,England
E01023608,32824,England
E01023609,31471,England
E01023610,32651,England
E01023611,14410,England
E01023612,27388,England
E01023613,7057,England
E01023614,32301,England
E01023615,29245,England
E01023616,27942,England
E01023617,30617,England
E01023618,21770,England
E01023619,27693,England
E01023620,13206,England
E01023621,17234,England
E01023622,18825,England
E01023623,20915,England
E01023624,17498,England
E01023625,25578,England
E01023626,29770,England
E01023627,25694,England
E01023628,30786,England
E01023629,26306,England
E01023630,16519,England
E01023631,11734,England
E01023632,20281,England
E01023633,17940,England
E01023634,26901,England
E01023635,15966,England
E01023636,24275,England
E01023637,8486,England
E01023638,15607,England
E01023639,26890,England
E01023640,6443,England
E01023641,5132,England
E01023642,31659,England
E01023643,14004,England
E01023644,27866,England
E01023645,17344,England
E01023646,10044,England
E01023647,32191,England
E01023648,31150,England
E01023649,26004,England
E01023650,7271,England
E01023651,19508,England
E01023652,9881,England
E01023653,27634,England
E01023654,32034,England
E01023655,29213,England
E01023656,28603,England
E01023657,32215,England
E01023658,23649,England
E01023659,32726,England
E01023660,27491,England
E01023661,13843,England
E01023662,24835,England
E01023663,19325,England
E01023664,30060,England
E01023665,29291,England
E01023666,22583,England
E01023667,30628,England
E01023668,32371,England
E01023669,9268,England
E01023670,28426,England
E01023671,18292,England
E01023672,24416,England
E01023673,32064,England
E01023674,28912,England
E01023675,31313,England
E01023676,28829,England
E01023677,14487,England
E01023678,25970,England
E01023679,19758,England
E01023680,25404,England
E01023681,13880,England
E01023682,20975,England
E01023683,17955,England
E01023684,28935,England
E01023685,30948,England
E01023686,32803,England
E01023687,16001,England
E01023688,26370,England
E01023689,32427,England
E01023690,32556,England
E01023691,32529,England
E01023692,24546,England
E01023693,31768,England
E01023694,32822,England
E01023695,32597,England
E01023696,30852,England
E01023697,30369,England
E01023698,31986,England
E01023699,32632,England
E01023700,32477,England
E01023701,29552,England
E01023702,32710,England
E01023703,32505,England
E01023704,22327,England
E01023705,14738,England
E01023706,27603,England
E01023708,19205,England
E01023709,24396,England
E01023710,32755,England
E01023711,30830,England
E01023712,26281,England
E01023713,28886,England
E01023714,32374,England
E01023715,32105,England
E01023716,32598,England
E01023717,28601,England
E01023718,27498,England
E01023719,20555,England
E01023720,15513,England
E01023721,29941,England
E01023722,14574,England
E01023723,17275,England
E01023724,32309,England
E01023725,28225,England
E01023726,29172,England
E01023727,15120,England
E01023728,29815,England
E01023729,27026,England
E01023730,32734,England
E01023731,27377,England
E01023732,24029,England
E01023733,31739,England
E01023734,32585,England
E01023735,30837,England
E01023736,22903,England
E01023737,12653,England
E01023738,9980,England
E01023739,20533,England
E01023740,27694,England
E01023741,30070,England
E01023742,29470,England
E01023743,30564,England
E01023744,31807,England
E01023745,31256,England
E01023746,19192,England
E01023747,30440,England
E01023748,27718,England
E01023749,29648,England
E01023750,5411,England
E01023751,16582,England
E01023752,17470,England
E01023753,23514,England
E01023754,21044,England
E01023755,13992,England
E01023756,7593,England
E01023757,9411,England
E01023758,3929,England
E01023759,15650,England
E01023760,20115,England
E01023761,17266,England
E01023762,17006,England
E01023763,20745,England
E01023764,15903,England
E01023765,16461,England
E01023766,12421,England
E01023767,27765,England
E01023768,30444,England
E01023769,17210,England
E01023770,29085,England
E01023771,21425,England
E01023772,11695,England
E01023773,13496,England
E01023774,7453,England
E01023775,12127,England
E01023776,22568,England
E01023777,22838,England
E01023778,8893,England
E01023779,12259,England
E01023780,13672,England
E01023781,10524,England
E01023782,15350,England
E01023783,12422,England
E01023784,14971,England
E01023785,9986,England
E01023786,15656,England
E01023787,17089,England
E01023788,11730,England
E01023789,16418,England
E01023790,11554,England
E01023791,15436,England
E01023792,14368,England
E01023793,8315,England
E01023794,10686,England
E01023795,18945,England
E01023796,12665,England
E01023797,12705,England
E01023798,18209,England
E01023799,20276,England
E01023800,15102,England
E01023801,18157,England
E01023802,30808,England
E01023803,32249,England
E01023804,18889,England
E01023805,11549,England
E01023806,15658,England
E01023807,17996,England
E01023808,26089,England
E01023809,22486,England
E01023810,31815,England
E01023811,29147,England
E01023812,30542,England
E01023813,30104,England
E01023814,32158,England
E01023815,32090,England
E01023816,31113,England
E01023817,32769,England
E01023818,32835,England
E01023819,28668,England
E01023820,31767,England
E01023821,32413,England
E01023822,32328,England
E01023823,27480,England
E01023824,32420,England
E01023825,32189,England
E01023826,31901,England
E01023827,15386,England
E01023828,14300,England
E01023829,14984,England
E01023830,15135,England
E01023831,24950,England
E01023832,20280,England
E01023833,23657,England
E01023834,25339,England
E01023835,18581,England
E01023836,16649,England
E01023837,27096,England
E01023838,13236,England
E01023839,32742,England
E01023840,32679,England
E01023841,32666,England
E01023842,11106,England
E01023843,15561,England
E01023844,4265,England
E01023845,16965,England
E01023846,29058,England
E01023847,27405,England
E01023848,16877,England
E01023849,29426,England
E01023850,23790,England
E01023851,30726,England
E01023852,31980,England
E01023853,32600,England
E01023854,28666,England
E01023855,18708,England
E01023856,22090,England
E01023857,10894,England
E01023858,17827,England
E01023859,13736,England
E01023860,5055,England
E01023861,14182,England
E01023862,14230,England
E01023863,18834,England
E01023864,12652,England
E01023865,7239,England
E01023866,8294,England
E01023867,16861,England
E01023868,14418,England
E01023869,16161,England
E01023870,11515,England
E01023871,19094,England
E01023872,23297,England
E01023873,12191,England
E01023874,16813,England
E01023875,23284,England
E01023876,7924,England
E01023877,11225,England
E01023878,31626,England
E01023879,28114,England
E01023880,24310,England
E01023881,30292,England
E01023882,29193,England
E01023883,10758,England
E01023884,23890,England
E01023885,29922,England
E01023886,22005,England
E01023887,32312,England
E01023888,21895,England
E01023889,32633,England
E01023890,22748,England
E01023891,11970,England
E01023892,22619,England
E01023893,25885,England
E01023894,30973,England
E01023895,27228,England
E01023896,28739,England
E01023897,23389,England
E01023898,31377,England
E01023899,12282,England
E01023900,16316,England
E01023901,21129,England
E01023902,21607,England
E01023903,18059,England
E01023904,17746,England
E01023905,15868,England
E01023906,10719,England
E01023907,25842,England
E01023908,31254,England
E01023909,29661,England
E01023910,24126,England
E01023911,29021,England
E01023912,27552,England
E01023913,18894,England
E01023914,12508,England
E01023915,18997,England
E01023916,23804,England
E01023917,25419,England
E01023918,19249,England
E01023919,32599,England
E01023920,6540,England
E01023921,12010,England
E01023922,15640,England
E01023923,20450,England
E01023924,10771,England
E01023925,10810,England
E01023926,29833,England
E01023927,17409,England
E01023929,15027,England
E01023930,11495,England
E01023932,20795,England
E01023933,12515,England
E01023934,17680,England
E01023935,20828,England
E01023936,15671,England
E01023937,11751,England
E01023938,25209,England
E01023939,15456,England
E01023940,19175,England
E01023941,18126,England
E01023942,20827,England
E01023943,17758,England
E01023944,20388,England
E01023945,19526,England
E01023946,26396,England
E01023947,21236,England
E01023948,31243,England
E01023949,30605,England
E01023950,28284,England
E01023951,9435,England
E01023952,16541,England
E01023953,30850,England
E01023954,7164,England
E01023955,11090,England
E01023956,12788,England
E01023957,9709,England
E01023958,7219,England
E01023959,32657,England
E01023960,21489,England
E01023961,19963,England
E01023962,30011,England
E01023963,22000,England
E01023964,23695,England
E01023965,32617,England
E01023966,32373,England
E01023967,27937,England
E01023968,27444,England
E01023969,27770,England
E01023970,17242,England
E01023971,32577,England
E01023972,9263,England
E01023973,5590,England
E01023974,5422,England
E01023975,4761,England
E01023976,4412,England
E01023977,18411,England
E01023978,13841,England
E01023979,19579,England
E01023980,15304,England
E01023981,7567,England
E01023983,26424,England
E01023984,5798,England
E01023985,15373,England
E01023986,12622,England
E01023987,17291,England
E01023988,16586,England
E01023989,18048,England
E01023990,5951,England
E01023992,13465,England
E01023993,26131,England
E01023995,28263,England
E01023996,29803,England
E01023997,10890,England
E01023998,12096,England
E01023999,28888,England
E01024001,7994,England
E01024002,12513,England
E01024003,22183,England
E01024004,23738,England
E01024005,15479,England
E01024006,27012,England
E01024008,28278,England
E01024009,20855,England
E01024010,15041,England
E01024011,24602,England
E01024012,26043,England
E01024013,18686,England
E01024014,15995,England
E01024015,23430,England
E01024016,18759,England
E01024017,24992,England
E01024019,3686,England
E01024020,2474,England
E01024021,13799,England
E01024022,18215,England
E01024023,16275,England
E01024024,23521,England
E01024025,14505,England
E01024026,22102,England
E01024027,10281,England
E01024028,3697,England
E01024029,10429,England
E01024031,13028,England
E01024032,13102,England
E01024033,14932,England
E01024034,18728,England
E01024035,21020,England
E01024036,18078,England
E01024037,22855,England
E01024038,14617,England
E01024039,13926,England
E01024040,16710,England
E01024041,28495,England
E01024042,10774,England
E01024043,26159,England
E01024044,28381,England
E01024045,26045,England
E01024046,32146,England
E01024047,5129,England
E01024048,13873,England
E01024049,3152,England
E01024052,18651,England
E01024053,23759,England
E01024054,15194,England
E01024055,24357,England
E01024056,30194,England
E01024057,26818,England
E01024058,23113,England
E01024059,9133,England
E01024060,23033,England
E01024061,3794,England
E01024062,18094,England
E01024063,23872,England
E01024064,19569,England
E01024065,15342,England
E01024066,6198,England
E01024067,19188,England
E01024068,27440,England
E01024069,19755,England
E01024070,18652,England
E01024071,18173,England
E01024072,16948,England
E01024073,20709,England
E01024074,30370,England
E01024075,13638,England
E01024076,25402,England
E01024077,25447,England
E01024078,5419,England
E01024079,17818,England
E01024080,3976,England
E01024081,2768,England
E01024082,15967,England
E01024083,6303,England
E01024084,17726,England
E01024085,27226,England
E01024086,13426,England
E01024087,11060,England
E01024088,26752,England
E01024089,27545,England
E01024090,9192,England
E01024091,5836,England
E01024092,8406,England
E01024093,6191,England
E01024094,20131,England
E01024095,13771,England
E01024096,20416,England
E01024097,22331,England
E01024098,25100,England
E01024099,8098,England
E01024100,25989,England
E01024101,20278,England
E01024102,28978,England
E01024103,9428,England
E01024104,28671,England
E01024105,23197,England
E01024106,27063,England
E01024107,29881,England
E01024108,3935,England
E01024109,22816,England
E01024110,15347,England
E01024111,10748,England
E01024112,27201,England
E01024113,22869,England
E01024114,31176,England
E01024115,31066,England
E01024116,29739,England
E01024117,19056,England
E01024118,14107,England
E01024119,7711,England
E01024120,12135,England
E01024121,22141,England
E01024122,16299,England
E01024123,27690,England
E01024124,20646,England
E01024126,6241,England
E01024127,20680,England
E01024128,4014,England
E01024129,20052,England
E01024130,19643,England
E01024131,22947,England
E01024132,11769,England
E01024133,19893,England
E01024134,11632,England
E01024135,5404,England
E01024136,18108,England
E01024137,21415,England
E01024138,13029,England
E01024139,28380,England
E01024140,21994,England
E01024141,19091,England
E01024142,15000,England
E01024143,27662,England
E01024144,29601,England
E01024145,24724,England
E01024146,27282,England
E01024147,27401,England
E01024148,2133,England
E01024149,13281,England
E01024150,29913,England
E01024151,30861,England
E01024152,18022,England
E01024153,30514,England
E01024154,5938,England
E01024155,4208,England
E01024156,15536,England
E01024157,19852,England
E01024158,21842,England
E01024159,27556,England
E01024160,26840,England
E01024161,15427,England
E01024162,10553,England
E01024163,13568,England
E01024164,13485,England
E01024165,3657,England
E01024166,7859,England
E01024167,10630,England
E01024168,12795,England
E01024169,9821,England
E01024170,4961,England
E01024171,14762,England
E01024172,16705,England
E01024173,17101,England
E01024174,16136,England
E01024175,24332,England
E01024176,9421,England
E01024177,3996,England
E01024178,10532,England
E01024179,14105,England
E01024180,17899,England
E01024181,14288,England
E01024182,9952,England
E01024183,24604,England
E01024184,24059,England
E01024185,22488,England
E01024186,27678,England
E01024187,18395,England
E01024188,19754,England
E01024189,17629,England
E01024190,11427,England
E01024191,12268,England
E01024192,4622,England
E01024193,2450,England
E01024194,12512,England
E01024195,8230,England
E01024196,2545,England
E01024197,10406,England
E01024198,14833,England
E01024200,12376,England
E01024201,13792,England
E01024202,16323,England
E01024203,23306,England
E01024204,12933,England
E01024205,18444,England
E01024206,13444,England
E01024207,16186,England
E01024208,11716,England
E01024209,24593,England
E01024212,16529,England
E01024213,27955,England
E01024214,3655,England
E01024215,2105,England
E01024216,15047,England
E01024217,9251,England
E01024218,5963,England
E01024219,8761,England
E01024220,15533,England
E01024221,26064,England
E01024222,11296,England
E01024223,13745,England
E01024224,22988,England
E01024225,16086,England
E01024226,12281,England
E01024227,16135,England
E01024228,14964,England
E01024229,15411,England
E01024230,21917,England
E01024231,14058,England
E01024232,22334,England
E01024233,31698,England
E01024234,19295,England
E01024235,25830,England
E01024236,20127,England
E01024237,25571,England
E01024238,15666,England
E01024239,7893,England
E01024240,994,England
E01024241,5730,England
E01024242,20684,England
E01024243,13582,England
E01024244,28240,England
E01024245,20558,England
E01024246,4790,England
E01024247,4906,England
E01024248,6584,England
E01024249,4692,England
E01024250,19522,England
E01024251,19799,England
E01024252,22103,England
E01024253,26541,England
E01024254,14745,England
E01024255,25052,England
E01024256,26346,England
E01024257,3918,England
E01024258,12069,England
E01024259,27680,England
E01024260,20030,England
E01024261,23171,England
E01024262,11502,England
E01024263,5427,England
E01024264,8267,England
E01024265,27213,England
E01024266,18102,England
E01024267,19586,England
E01024268,24607,England
E01024269,28837,England
E01024270,30869,England
E01024271,22926,England
E01024272,30380,England
E01024273,22464,England
E01024274,22822,England
E01024275,27785,England
E01024276,17030,England
E01024277,6113,England
E01024278,2278,England
E01024279,10515,England
E01024280,8707,England
E01024281,11584,England
E01024282,17129,England
E01024283,14937,England
E01024284,10937,England
E01024285,20133,England
E01024286,26201,England
E01024287,12264,England
E01024288,20821,England
E01024290,12144,England
E01024291,9563,England
E01024292,19162,England
E01024293,10502,England
E01024294,4535,England
E01024295,3550,England
E01024296,11834,England
E01024297,28906,England
E01024298,26766,England
E01024299,27875,England
E01024300,27686,England
E01024301,18534,England
E01024302,22571,England
E01024303,17342,England
E01024304,14839,England
E01024305,3588,England
E01024306,4102,England
E01024307,9288,England
E01024308,2760,England
E01024309,7211,England
E01024310,7027,England
E01024311,5911,England
E01024312,11071,England
E01024313,24243,England
E01024314,18980,England
E01024315,5663,England
E01024316,21507,England
E01024317,21578,England
E01024318,21992,England
E01024319,16064,England
E01024320,31707,England
E01024321,31086,England
E01024322,30351,England
E01024323,29819,England
E01024324,30535,England
E01024325,30246,England
E01024326,32036,England
E01024327,29673,England
E01024328,25637,England
E01024329,32648,England
E01024330,32541,England
E01024331,27448,England
E01024332,16901,England
E01024333,20847,England
E01024334,25938,England
E01024335,16084,England
E01024336,30847,England
E01024337,32223,England
E01024338,27456,England
E01024339,10747,England
E01024340,19154,England
E01024341,31770,England
E01024342,15114,England
E01024343,25027,England
E01024344,26141,England
E01024345,14708,England
E01024346,17609,England
E01024347,15969,England
E01024348,32272,England
E01024349,31032,England
E01024350,19996,England
E01024351,25296,England
E01024352,7968,England
E01024353,29119,England
E01024354,23745,England
E01024355,21802,England
E01024356,15622,England
E01024357,15755,England
E01024358,11099,England
E01024360,20597,England
E01024361,19271,England
E01024362,21474,England
E01024363,18321,England
E01024364,10597,England
E01024365,26928,England
E01024366,13264,England
E01024367,18962,England
E01024369,27901,England
E01024371,17418,England
E01024372,10248,England
E01024373,12883,England
E01024374,4066,England
E01024375,20295,England
E01024376,27075,England
E01024377,12767,England
E01024378,17879,England
E01024379,13919,England
E01024380,20177,England
E01024381,11754,England
E01024382,13728,England
E01024383,13489,England
E01024384,8360,England
E01024385,24621,England
E01024386,28366,England
E01024387,10208,England
E01024388,19460,England
E01024389,2915,England
E01024390,4406,England
E01024391,4916,England
E01024392,9329,England
E01024393,13490,England
E01024394,27003,England
E01024395,8889,England
E01024396,7546,England
E01024397,3092,England
E01024398,3643,England
E01024399,7403,England
E01024400,13826,England
E01024401,18415,England
E01024402,31743,England
E01024403,21551,England
E01024404,31499,England
E01024405,21336,England
E01024406,18792,England
E01024407,21170,England
E01024408,28878,England
E01024409,25035,England
E01024410,19055,England
E01024411,17594,England
E01024413,16378,England
E01024414,23191,England
E01024415,29362,England
E01024416,23652,England
E01024417,20475,England
